SCREENED  3.3500999999983071E+02  3.7500000000000000E+02 -7.9000002400068252E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  3.4500999999982162E+02  3.7500000000000000E+02 -7.9000002500067194E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  3.5500999999981252E+02  3.7500000000000000E+02 -7.9000002600066136E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  3.6500999999980343E+02  3.7500000000000000E+02 -7.9000002700065079E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  3.7500999999979433E+02  3.7500000000000000E+02 -7.9000002800064021E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  3.8500999999978524E+02  3.7500000000000000E+02 -7.9000002900062964E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  3.9500999999977614E+02  3.7500000000000000E+02 -7.9000003000061906E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  4.0500999999976705E+02  3.7500000000000000E+02 -7.9000003100060849E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  4.1500999999975795E+02  3.7500000000000000E+02 -7.9000003200059791E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  4.2500999999974886E+02  3.7500000000000000E+02 -7.9000003300058734E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  4.3500999999973976E+02  3.7500000000000000E+02 -7.9000003400057676E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  4.4500999999973067E+02  3.7500000000000000E+02 -7.9000003500056619E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  4.5500999999972157E+02  3.7500000000000000E+02 -7.9000003600055561E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  4.6500999999971248E+02  3.7500000000000000E+02 -7.9000003700054503E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  4.7500999999970338E+02  3.7500000000000000E+02 -7.9000003800053446E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  4.8500999999969429E+02  3.7500000000000000E+02 -7.9000003900052388E+02  9.9999999999909051E+00  0.0000000000000000E+00  9.9998942459933460E-07
SCREENED  4.9250499999968747E+02  3.7500000000000000E+02 -7.9000003975001596E+02  4.9899999999954616E+00  0.0000000000000000E+00  4.9899472287506796E-07
